Date,Price,Status,Build Year,URL,Adresse,Kort adresse,Kvdm,Latitude,Longitude,Kommune,Type,Nearest_Metro_Distance,Nearest_Tog_Distance
2021-10-07,6445000,"Solgt, Fri handel",1928,https://www.boligsiden.dk/adresse/aalholmvej-51a-2500-valby-01018680_51a_______,Ålholmvej 51A 2500 Valby,Ålholmvej 51A 2500,76.0,55.6750188,12.4879401,København,Rækkehus,,
2019-10-10,4300000,"Solgt, Fri handel",1928,https://www.boligsiden.dk/adresse/aalholmvej-51a-2500-valby-01018680_51a_______,Ålholmvej 51A 2500 Valby,Ålholmvej 51A 2500,76.0,55.6750188,12.4879401,København,Rækkehus,,
2016-10-20,2405000,"Solgt, Fri handel",1928,https://www.boligsiden.dk/adresse/aalholmvej-51a-2500-valby-01018680_51a_______,Ålholmvej 51A 2500 Valby,Ålholmvej 51A 2500,76.0,55.6750188,12.4879401,København,Rækkehus,,
2015-04-30,2728362,"Solgt, Fri handel",1928,https://www.boligsiden.dk/adresse/aalholmvej-51a-2500-valby-01018680_51a_______,Ålholmvej 51A 2500 Valby,Ålholmvej 51A 2500,76.0,55.6750188,12.4879401,København,Rækkehus,,
2017-12-18,3402227,"Solgt, Fri handel",1984,https://www.boligsiden.dk/adresse/vigerslevstraede-5b-2500-valby-01018316__5b_______,Vigerslevstræde 5B 2500 Valby,Vigerslevstræde 5B 2500,106.0,55.6625126,12.4844069,København,Rækkehus,,
2023-04-26,10225000,"Solgt, Fri handel",2013,https://www.boligsiden.dk/adresse/rundholtsvej-49-2300-koebenhavn-s-01016022__49_______,Rundholtsvej 49 2300 København S,Rundholtsvej 49 2300,156.0,55.6532263,12.564033,København,Rækkehus,,
2018-04-12,4900000,"Solgt, Fri handel",1946,https://www.boligsiden.dk/adresse/aabjergvej-12g-2720-vanloese-01018632_12g_______,Åbjergvej 12G 2720 Vanløse,Åbjergvej 12G 2720,94.0,55.6800051,12.4821299,København,Rækkehus,,
2017-10-09,4995000,"Solgt, Fri handel",1946,https://www.boligsiden.dk/adresse/aabjergvej-12g-2720-vanloese-01018632_12g_______,Åbjergvej 12G 2720 Vanløse,Åbjergvej 12G 2720,94.0,55.6800051,12.4821299,København,Rækkehus,,
2015-05-11,3900000,"Solgt, Fri handel",1946,https://www.boligsiden.dk/adresse/aabjergvej-12g-2720-vanloese-01018632_12g_______,Åbjergvej 12G 2720 Vanløse,Åbjergvej 12G 2720,94.0,55.6800051,12.4821299,København,Rækkehus,,
2022-07-14,11216000,"Solgt, Fri handel",1879,https://www.boligsiden.dk/adresse/webersgade-16-2100-koebenhavn-oe-01018020__16_______,Webersgade 16 2100 København Ø,Webersgade 16 2100,135.0,55.6903294,12.5740798,København,Rækkehus,,
2019-08-27,7995000,"Solgt, Fri handel",1879,https://www.boligsiden.dk/adresse/webersgade-16-2100-koebenhavn-oe-01018020__16_______,Webersgade 16 2100 København Ø,Webersgade 16 2100,135.0,55.6903294,12.5740798,København,Rækkehus,,
2015-06-16,7080000,"Solgt, Fri handel",1879,https://www.boligsiden.dk/adresse/webersgade-16-2100-koebenhavn-oe-01018020__16_______,Webersgade 16 2100 København Ø,Webersgade 16 2100,135.0,55.6903294,12.5740798,København,Rækkehus,,
2015-06-01,3978602,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/frederiksborgvej-209a-2400-koebenhavn-nv-01011940209a_______,Frederiksborgvej 209A 2400 København NV,Frederiksborgvej 209A 2400,128.0,55.7256246,12.5265876,København,Rækkehus,,
2021-10-01,3775000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/gaardtoftevej-9-2700-broenshoej-01012488___9_______,Gårdtoftevej 9 2700 Brønshøj,Gårdtoftevej 9 2700,81.0,55.7137966,12.4743813,København,Rækkehus,,
2017-03-21,2795000,"Solgt, Fri handel",1934,https://www.boligsiden.dk/adresse/gaardtoftevej-9-2700-broenshoej-01012488___9_______,Gårdtoftevej 9 2700 Brønshøj,Gårdtoftevej 9 2700,81.0,55.7137966,12.4743813,København,Rækkehus,,
2019-05-27,5020000,"Solgt, Fri handel",2014,https://www.boligsiden.dk/adresse/tom-kristensens-vej-125-2300-koebenhavn-s-01017547_125_______,Tom Kristensens Vej 125 2300 København S,Tom Kristensens Vej 125 2300,115.0,55.661055,12.5857359,København,Rækkehus,,
2018-03-23,4500000,"Solgt, Fri handel",1906,https://www.boligsiden.dk/adresse/biens-alle-15-2300-koebenhavn-s-01010488__15_______,Biens Allé 15 2300 København S,Biens Allé 15 2300,126.0,55.6508754,12.6184166,København,Rækkehus,,
2019-12-15,8050000,"Solgt, Fri handel",1892,https://www.boligsiden.dk/adresse/kildevaeldsgade-31-2100-koebenhavn-oe-01013656__31_______,Kildevældsgade 31 2100 København Ø,Kildevældsgade 31 2100,136.0,55.7144643,12.5752217,København,Rækkehus,,
2023-10-03,14500000,"Solgt, Fri handel",1882,https://www.boligsiden.dk/adresse/abildgaardsgade-14-2100-koebenhavn-oe-01010008__14_______,Abildgaardsgade 14 2100 København Ø,Abildgaardsgade 14 2100,139.0,55.69128,12.575098,København,Rækkehus,,
2018-12-03,9200000,"Solgt, Fri handel",1887,https://www.boligsiden.dk/adresse/jerichausgade-37-1777-koebenhavn-v-01013396__37_______,Jerichausgade 37 1777 København V,Jerichausgade 37 1777,192.0,55.667189,12.5379501,København,Rækkehus,,
2020-05-04,5125000,"Solgt, Fri handel",1877,https://www.boligsiden.dk/adresse/voldmestergade-20-2100-koebenhavn-oe-01018436__20_______,Voldmestergade 20 2100 København Ø,Voldmestergade 20 2100,132.0,55.69369200000001,12.5769406,København,Rækkehus,,
2015-10-15,4500000,"Solgt, Fri handel",1877,https://www.boligsiden.dk/adresse/voldmestergade-20-2100-koebenhavn-oe-01018436__20_______,Voldmestergade 20 2100 København Ø,Voldmestergade 20 2100,132.0,55.69369200000001,12.5769406,København,Rækkehus,,
2020-01-15,5380000,"Solgt, Fri handel",2019,https://www.boligsiden.dk/adresse/kongstedvej-4b-2700-broenshoej-01013880__4b_______,Kongstedvej 4B 2700 Brønshøj,Kongstedvej 4B 2700,170.0,55.6984863,12.4766546,København,Rækkehus,,
2016-02-29,3675000,"Solgt, Fri handel",2006,https://www.boligsiden.dk/adresse/oxford-have-65-2300-koebenhavn-s-01015386__65_______,Oxford Have 65 2300 København S,Oxford Have 65 2300,101.0,55.6423168,12.6082422,København,Rækkehus,,
2023-09-29,3800000,"Solgt, Fri handel",1993,https://www.boligsiden.dk/adresse/prisholmvej-54b-2500-valby-01015624_54b_______,Prisholmvej 54B 2500 Valby,Prisholmvej 54B 2500,97.0,55.6576101,12.4833462,København,Rækkehus,,
2018-09-05,8975000,"Solgt, Fri handel",1887,https://www.boligsiden.dk/adresse/freundsgade-16-1775-koebenhavn-v-01011980__16_______,Freundsgade 16 1775 København V,Freundsgade 16 1775,132.0,55.6677492,12.5367315,København,Rækkehus,,
2017-10-08,4250000,"Solgt, Fri handel",1900,https://www.boligsiden.dk/adresse/broenshoejholms-alle-10-2700-broenshoej-01010936__10_______,Brønshøjholms Allé 10 2700 Brønshøj,Brønshøjholms Allé 10 2700,110.0,55.70543869999999,12.5019853,København,Rækkehus,,
2019-06-21,3975000,"Solgt, Fri handel",1943,https://www.boligsiden.dk/adresse/daemningen-35-2500-valby-01011408__35_______,Dæmningen 35 2500 Valby,Dæmningen 35 2500,90.0,55.6647309,12.4800218,København,Rækkehus,,
2020-08-16,3600000,"Solgt, Fri handel",2007,https://www.boligsiden.dk/adresse/abildvang-84-2700-broenshoej-01010014__84_______,Abildvang 84 2700 Brønshøj,Abildvang 84 2700,101.0,55.7156371,12.4655359,København,Rækkehus,,
2021-09-21,3650000,"Solgt, Fri handel",1946,https://www.boligsiden.dk/adresse/soendervigvej-116-2720-vanloese-01017304_116_______,Søndervigvej 116 2720 Vanløse,Søndervigvej 116 2720,96.0,55.6986291,12.4690919,København,Rækkehus,,
2020-10-24,5840000,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/margretheholmsvej-15-1432-koebenhavn-k-01014635__15_______,Margretheholmsvej 15 1432 København K,Margretheholmsvej 15 1432,138.0,55.6835136,12.6146457,København,Rækkehus,,
2016-09-26,4995000,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/margretheholmsvej-15-1432-koebenhavn-k-01014635__15_______,Margretheholmsvej 15 1432 København K,Margretheholmsvej 15 1432,138.0,55.6835136,12.6146457,København,Rækkehus,,
2021-05-11,6595000,"Solgt, Fri handel",2014,https://www.boligsiden.dk/adresse/luftmarinegade-14-1432-koebenhavn-k-01011970__14_______,Luftmarinegade 14 1432 København K,Luftmarinegade 14 1432,137.0,55.6858076,12.6145357,København,Rækkehus,,
2018-10-27,9350000,"Solgt, Fri handel",1886,https://www.boligsiden.dk/adresse/kuchlersgade-3-1774-koebenhavn-v-01014048___3_______,Küchlersgade 3 1774 København V,Küchlersgade 3 1774,153.0,55.6680759,12.53955,København,Rækkehus,,
2015-02-23,7065000,"Solgt, Fri handel",1886,https://www.boligsiden.dk/adresse/kuchlersgade-3-1774-koebenhavn-v-01014048___3_______,Küchlersgade 3 1774 København V,Küchlersgade 3 1774,153.0,55.6680759,12.53955,København,Rækkehus,,
2017-12-21,4007366,"Solgt, Fri handel""}]",2018,https://www.boligsiden.dk/adresse/rubinolavej-39-2500-valby-01015995__39_______,Rubinolavej 39 2500 Valby,Rubinolavej 39 2500,123.0,55.6555841,12.5027643,København,Rækkehus,,
2020-07-01,4260000,"Solgt, Fri handel",1945,https://www.boligsiden.dk/adresse/lundedalsvej-41-2400-koebenhavn-nv-01014420__41_______,Lundedalsvej 41 2400 København NV,Lundedalsvej 41 2400,112.0,55.72358029999999,12.5406578,København,Rækkehus,,
2018-08-02,3930000,"Solgt, Fri handel",2007,https://www.boligsiden.dk/adresse/abildvang-20-2700-broenshoej-01010014__20_______,Abildvang 20 2700 Brønshøj,Abildvang 20 2700,134.0,55.71523269999999,12.4644886,København,Rækkehus,,
2018-10-02,14650000,"Solgt, Fri handel",1883,https://www.boligsiden.dk/adresse/eckersbergsgade-4-2100-koebenhavn-oe-01011420___4_______,Eckersbergsgade 4 2100 København Ø,Eckersbergsgade 4 2100,176.0,55.6914644,12.5757622,København,Rækkehus,,
2017-09-03,11500000,"Solgt, Fri handel",1883,https://www.boligsiden.dk/adresse/eckersbergsgade-4-2100-koebenhavn-oe-01011420___4_______,Eckersbergsgade 4 2100 København Ø,Eckersbergsgade 4 2100,176.0,55.6914644,12.5757622,København,Rækkehus,,
2017-08-04,8750000,"Solgt, Fri handel",1960,https://www.boligsiden.dk/adresse/kildevaenget-37-2100-koebenhavn-oe-01013660__37_______,Kildevænget 37 2100 København Ø,Kildevænget 37 2100,162.0,55.7201981,12.5789359,København,Rækkehus,,
2016-06-01,3130000,"Solgt, Fri handel",1983,https://www.boligsiden.dk/adresse/langagervej-57a-2500-valby-01014132_57a_______,Langagervej 57A 2500 Valby,Langagervej 57A 2500,94.0,55.6628315,12.484112,København,Rækkehus,,
2019-12-17,5375000,"Solgt, Fri handel",1903,https://www.boligsiden.dk/adresse/obdams-alle-8-2300-koebenhavn-s-01015224___8_______,Obdams Allé 8 2300 København S,Obdams Allé 8 2300,138.0,55.6499253,12.6145577,København,Rækkehus,,
2016-05-17,4095000,"Solgt, Fri handel",1903,https://www.boligsiden.dk/adresse/obdams-alle-26-2300-koebenhavn-s-01015224__26_______,Obdams Allé 26 2300 København S,Obdams Allé 26 2300,125.0,55.6501223,12.6159569,København,Rækkehus,,
2015-01-22,2997000,"Solgt, Fri handel",1945,https://www.boligsiden.dk/adresse/boeslundevej-8b-2700-broenshoej-01010656__8b_______,Boeslundevej 8B 2700 Brønshøj,Boeslundevej 8B 2700,98.0,55.699372,12.4738367,København,Rækkehus,,
2019-08-29,5155000,"Solgt, Fri handel",1947,https://www.boligsiden.dk/adresse/aabjergvej-14d-2720-vanloese-01018632_14d_______,Åbjergvej 14D 2720 Vanløse,Åbjergvej 14D 2720,95.0,55.6799517,12.4815794,København,Rækkehus,,
2016-02-03,4235000,"Solgt, Fri handel",1947,https://www.boligsiden.dk/adresse/aabjergvej-14d-2720-vanloese-01018632_14d_______,Åbjergvej 14D 2720 Vanløse,Åbjergvej 14D 2720,95.0,55.6799517,12.4815794,København,Rækkehus,,
2020-11-03,4050000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/doris-lessings-vej-19c-2300-koebenhavn-s-01011310_19c_______,Doris Lessings Vej 19C 2300 København S,Doris Lessings Vej 19C 2300,116.0,55.6361592,12.5748111,København,Rækkehus,,
2017-07-03,3780000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/doris-lessings-vej-19c-2300-koebenhavn-s-01011310_19c_______,Doris Lessings Vej 19C 2300 København S,Doris Lessings Vej 19C 2300,116.0,55.6361592,12.5748111,København,Rækkehus,,
2020-06-01,5000000,"Solgt, Fri handel",2007,https://www.boligsiden.dk/adresse/lily-brobergs-vej-33-2500-valby-01014310__33_______,Lily Brobergs Vej 33 2500 Valby,Lily Brobergs Vej 33 2500,127.0,55.657477,12.5101668,København,Rækkehus,,
2018-07-22,5900000,"Solgt, Fri handel",1924,https://www.boligsiden.dk/adresse/syrenstien-14-2720-vanloese-01017232__14_______,Syrenstien 14 2720 Vanløse,Syrenstien 14 2720,129.0,55.6941855,12.5074467,København,Rækkehus,,
2020-01-24,10800000,"Solgt, Fri handel",1884,https://www.boligsiden.dk/adresse/hoeyensgade-25-2100-koebenhavn-oe-01013248__25_______,Høyensgade 25 2100 København Ø,Høyensgade 25 2100,137.0,55.6925915,12.5756295,København,Rækkehus,,
2015-09-30,4600000,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/vestermarksvej-45b-2300-koebenhavn-s-01018236_45b_______,Vestermarksvej 45B 2300 København S,Vestermarksvej 45B 2300,136.0,55.6432283,12.5886276,København,Rækkehus,,
2015-02-12,2750000,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/vestermarksvej-45b-2300-koebenhavn-s-01018236_45b_______,Vestermarksvej 45B 2300 København S,Vestermarksvej 45B 2300,136.0,55.6432283,12.5886276,København,Rækkehus,,
2017-07-06,3670000,"Solgt, Fri handel",1999,https://www.boligsiden.dk/adresse/katrinedalsvej-45c-2720-vanloese-01013608_45c_______,Katrinedalsvej 45C 2720 Vanløse,Katrinedalsvej 45C 2720,90.0,55.6888871,12.4916667,København,Rækkehus,,
2019-03-21,4645000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/doris-lessings-vej-19a-2300-koebenhavn-s-01011310_19a_______,Doris Lessings Vej 19A 2300 København S,Doris Lessings Vej 19A 2300,129.0,55.6361552,12.5749429,København,Rækkehus,,
2017-02-20,3995000,"Solgt, Fri handel",2017,https://www.boligsiden.dk/adresse/doris-lessings-vej-19a-2300-koebenhavn-s-01011310_19a_______,Doris Lessings Vej 19A 2300 København S,Doris Lessings Vej 19A 2300,129.0,55.6361552,12.5749429,København,Rækkehus,,
2023-11-11,15000000,"Solgt, Fri handel",1882,https://www.boligsiden.dk/adresse/eckersbergsgade-39-2100-koebenhavn-oe-01011420__39_______,Eckersbergsgade 39 2100 København Ø,Eckersbergsgade 39 2100,135.0,55.6918525,12.5741683,København,Rækkehus,,
2015-08-20,7400000,"Solgt, Fri handel",1882,https://www.boligsiden.dk/adresse/eckersbergsgade-39-2100-koebenhavn-oe-01011420__39_______,Eckersbergsgade 39 2100 København Ø,Eckersbergsgade 39 2100,135.0,55.6918525,12.5741683,København,Rækkehus,,
2017-07-09,8230000,"Solgt, Fri handel",1890,https://www.boligsiden.dk/adresse/bissensgade-5-1773-koebenhavn-v-01010556___5_______,Bissensgade 5 1773 København V,Bissensgade 5 1773,137.0,55.6683818,12.5380804,København,Rækkehus,,
2016-01-08,3450000,"Solgt, Fri handel",1906,https://www.boligsiden.dk/adresse/blankavej-57-2500-valby-01010596__57_______,Blankavej 57 2500 Valby,Blankavej 57 2500,115.0,55.66710459999999,12.505397,København,Rækkehus,,
2022-12-27,5150000,"Solgt, Fri handel",1933,https://www.boligsiden.dk/adresse/langvaddam-10-2500-valby-01014164__10_______,Langvaddam 10 2500 Valby,Langvaddam 10 2500,94.0,55.674698,12.4894924,København,Rækkehus,,
2018-01-21,4550000,"Solgt, Fri handel",2007,https://www.boligsiden.dk/adresse/poul-reumerts-vej-45-2500-valby-01015587__45_______,Poul Reumerts Vej 45 2500 Valby,Poul Reumerts Vej 45 2500,127.0,55.6571118,12.5091199,København,Rækkehus,,
2019-10-27,4200000,"Solgt, Fri handel",1951,https://www.boligsiden.dk/adresse/humlebjerg-17-2700-broenshoej-01013076__17_______,Humlebjerg 17 2700 Brønshøj,Humlebjerg 17 2700,133.0,55.716496,12.4624154,København,Rækkehus,,
2018-05-16,5050000,"Solgt, Fri handel",2006,https://www.boligsiden.dk/adresse/oxford-have-195-2300-koebenhavn-s-01015386_195_______,Oxford Have 195 2300 København S,Oxford Have 195 2300,135.0,55.6421043,12.6094583,København,Rækkehus,,
2020-06-18,4750000,"Solgt, Fri handel",1926,https://www.boligsiden.dk/adresse/skensvedvej-23a-2700-broenshoej-01016444_23a_______,Skensvedvej 23A 2700 Brønshøj,Skensvedvej 23A 2700,171.0,55.70183369999999,12.4776517,København,Rækkehus,,
2016-02-22,8500000,"Solgt, Fri handel",1899,https://www.boligsiden.dk/adresse/kongedybs-alle-23-2300-koebenhavn-s-01013840__23_______,Kongedybs Allé 23 2300 København S,Kongedybs Allé 23 2300,189.0,55.65947569999999,12.6164278,København,Rækkehus,,
2017-05-15,4915000,"Solgt, Fri handel",2001,https://www.boligsiden.dk/adresse/cypernsvej-7d-2300-koebenhavn-s-01011196__7d_______,Cypernsvej 7D 2300 København S,Cypernsvej 7D 2300,147.0,55.6522814,12.6171867,København,Rækkehus,,
2016-02-13,3250000,"Solgt, Fri handel",1946,https://www.boligsiden.dk/adresse/soendervigvej-110-2720-vanloese-01017304_110_______,Søndervigvej 110 2720 Vanløse,Søndervigvej 110 2720,96.0,55.6984201,12.4691813,København,Rækkehus,,
2019-09-16,8945000,"Solgt, Fri handel",1882,https://www.boligsiden.dk/adresse/abildgaardsgade-6-2100-koebenhavn-oe-01010008___6_______,Abildgaardsgade 6 2100 København Ø,Abildgaardsgade 6 2100,136.0,55.6911634,12.5753709,København,Rækkehus,,
2021-02-02,5800000,"Solgt, Fri handel",2018,https://www.boligsiden.dk/adresse/degneaeblevej-19-2500-valby-01011286__19_______,Degneæblevej 19 2500 Valby,Degneæblevej 19 2500,137.0,55.6557404,12.5022109,København,Rækkehus,,
2018-07-02,4900000,"Solgt, Fri handel",2018,https://www.boligsiden.dk/adresse/degneaeblevej-19-2500-valby-01011286__19_______,Degneæblevej 19 2500 Valby,Degneæblevej 19 2500,137.0,55.6557404,12.5022109,København,Rækkehus,,
2023-01-29,8500000,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/margretheholmsvej-53-1432-koebenhavn-k-01014635__53_______,Margretheholmsvej 53 1432 København K,Margretheholmsvej 53 1432,153.0,55.6836329,12.6141069,København,Rækkehus,,
2021-11-05,5200000,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/robert-jacobsens-vej-12u-2300-koebenhavn-s-01015894_12u_______,Robert Jacobsens Vej 12U 2300 København S,Robert Jacobsens Vej 12U 2300,114.0,55.6552139,12.6161927,København,Rækkehus,,
2015-06-29,3649000,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/robert-jacobsens-vej-12u-2300-koebenhavn-s-01015894_12u_______,Robert Jacobsens Vej 12U 2300 København S,Robert Jacobsens Vej 12U 2300,114.0,55.6552139,12.6161927,København,Rækkehus,,
2017-05-24,4550000,"Solgt, Fri handel",2013,https://www.boligsiden.dk/adresse/sumatravej-57e-2300-koebenhavn-s-01017104_57e_______,Sumatravej 57E 2300 København S,Sumatravej 57E 2300,130.0,55.64665429999999,12.6336987,København,Rækkehus,,
2020-10-02,10500000,"Solgt, Fri handel",1892,https://www.boligsiden.dk/adresse/kuhlausgade-42-2100-koebenhavn-oe-01014020__42_______,Kuhlausgade 42 2100 København Ø,Kuhlausgade 42 2100,136.0,55.7148896,12.5749628,København,Rækkehus,,
2016-05-30,7695000,"Solgt, Fri handel",1892,https://www.boligsiden.dk/adresse/kuhlausgade-42-2100-koebenhavn-oe-01014020__42_______,Kuhlausgade 42 2100 København Ø,Kuhlausgade 42 2100,136.0,55.7148896,12.5749628,København,Rækkehus,,
2021-04-06,4350000,"Solgt, Fri handel",1939,https://www.boligsiden.dk/adresse/kaerskiftevej-133-2500-valby-01014072_133_______,Kærskiftevej 133 2500 Valby,Kærskiftevej 133 2500,130.0,55.6571134,12.4863731,København,Rækkehus,,
2021-04-16,5900000,"Solgt, Fri handel",2012,https://www.boligsiden.dk/adresse/luftmarinegade-122-1432-koebenhavn-k-01011970_122_______,Luftmarinegade 122 1432 København K,Luftmarinegade 122 1432,121.0,55.6865408,12.6143553,København,Rækkehus,,
2023-06-03,3800000,"Solgt, Fri handel",1998,https://www.boligsiden.dk/adresse/willumsvej-5-2300-koebenhavn-s-01018360___5_______,Willumsvej 5 2300 København S,Willumsvej 5 2300,75.0,55.6409318,12.6178381,København,Rækkehus,,
2020-11-18,7495000,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/hilmar-baunsgaards-boulevard-56-2300-koebenhavn-s-01012891__56_______,Hilmar Baunsgaards Boulevard 56 2300 København S,Hilmar Baunsgaards Boulevard 56 2300,138.0,55.6554404,12.5677602,København,Rækkehus,,
2016-10-28,4841099,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/hilmar-baunsgaards-boulevard-56-2300-koebenhavn-s-01012891__56_______,Hilmar Baunsgaards Boulevard 56 2300 København S,Hilmar Baunsgaards Boulevard 56 2300,138.0,55.6554404,12.5677602,København,Rækkehus,,
2018-09-02,5125000,"Solgt, Fri handel",2014,https://www.boligsiden.dk/adresse/krimsvej-13b-2300-koebenhavn-s-01013952_13b_______,Krimsvej 13B 2300 København S,Krimsvej 13B 2300,127.0,55.6602263,12.6303138,København,Rækkehus,,
2021-06-10,5600000,"Solgt, Fri handel",1942,https://www.boligsiden.dk/adresse/genuavej-26b-2300-koebenhavn-s-01012168_26b_______,Genuavej 26B 2300 København S,Genuavej 26B 2300,86.0,55.658345,12.6242883,København,Rækkehus,,
2015-01-31,7200000,"Solgt, Fri handel",1875,https://www.boligsiden.dk/adresse/rosenvaengets-hovedvej-6a-2100-koebenhavn-oe-01015952__6a_______,Rosenvængets Hovedvej 6A 2100 København Ø,Rosenvængets Hovedvej 6A 2100,204.0,55.7005924,12.5835117,København,Rækkehus,,
2016-11-01,5079663,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/hilmar-baunsgaards-boulevard-54-2300-koebenhavn-s-01012891__54_______,Hilmar Baunsgaards Boulevard 54 2300 København S,Hilmar Baunsgaards Boulevard 54 2300,138.0,55.6554404,12.5677602,København,Rækkehus,,
2017-03-22,4325000,"Solgt, Fri handel",2003,https://www.boligsiden.dk/adresse/lillegrund-67-2300-koebenhavn-s-01014272__67_______,Lillegrund 67 2300 København S,Lillegrund 67 2300,126.0,55.6587374,12.6126205,København,Rækkehus,,
2015-06-14,5500000,"Solgt, Fri handel",2012,https://www.boligsiden.dk/adresse/bristol-alle-14a-2300-koebenhavn-s-01010848_14a_______,Bristol Allé 14A 2300 København S,Bristol Allé 14A 2300,137.0,55.6434215,12.605528,København,Rækkehus,,
2016-08-05,4000000,"Solgt, Fri handel",1929,https://www.boligsiden.dk/adresse/hvidkildevej-83-2400-koebenhavn-nv-01013120__83_______,Hvidkildevej 83 2400 København NV,Hvidkildevej 83 2400,126.0,55.6975753,12.5189217,København,Rækkehus,,
2020-11-10,4655000,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/doris-lessings-vej-55a-2300-koebenhavn-s-01011310_55a_______,Doris Lessings Vej 55A 2300 København S,Doris Lessings Vej 55A 2300,129.0,55.6374911,12.5757263,København,Rækkehus,,
2015-10-19,3745000,"Solgt, Fri handel""}]",2016,https://www.boligsiden.dk/adresse/doris-lessings-vej-55a-2300-koebenhavn-s-01011310_55a_______,Doris Lessings Vej 55A 2300 København S,Doris Lessings Vej 55A 2300,129.0,55.6374911,12.5757263,København,Rækkehus,,
2019-08-30,4060000,"Solgt, Fri handel",1984,https://www.boligsiden.dk/adresse/vigerslevstraede-3-2500-valby-01018316___3_______,Vigerslevstræde 3 2500 Valby,Vigerslevstræde 3 2500,114.0,55.6626798,12.4846398,København,Rækkehus,,
2019-11-04,6000000,"Solgt, Fri handel",2020,https://www.boligsiden.dk/adresse/backersvej-140b-2300-koebenhavn-s-01010296140b_______,Backersvej 140B 2300 København S,Backersvej 140B 2300,146.0,55.6481757,12.6270906,København,Rækkehus,,
2023-04-27,5850000,"Solgt, Fri handel",2007,https://www.boligsiden.dk/adresse/lily-brobergs-vej-31-2500-valby-01014310__31_______,Lily Brobergs Vej 31 2500 Valby,Lily Brobergs Vej 31 2500,127.0,55.657435,12.5101468,København,Rækkehus,,
2023-06-04,4800000,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/robert-jacobsens-vej-12h-2300-koebenhavn-s-01015894_12h_______,Robert Jacobsens Vej 12H 2300 København S,Robert Jacobsens Vej 12H 2300,115.0,55.6233786,12.5741285,København,Rækkehus,,
2015-07-10,3799000,"Solgt, Fri handel",2016,https://www.boligsiden.dk/adresse/robert-jacobsens-vej-12h-2300-koebenhavn-s-01015894_12h_______,Robert Jacobsens Vej 12H 2300 København S,Robert Jacobsens Vej 12H 2300,115.0,55.6233786,12.5741285,København,Rækkehus,,
2018-01-10,4450000,"Solgt, Fri handel",2002,https://www.boligsiden.dk/adresse/lillegrund-39-2300-koebenhavn-s-01014272__39_______,Lillegrund 39 2300 København S,Lillegrund 39 2300,119.0,55.6592123,12.6117187,København,Rækkehus,,
2015-11-25,4450001,"Solgt, Fri handel",2002,https://www.boligsiden.dk/adresse/lillegrund-39-2300-koebenhavn-s-01014272__39_______,Lillegrund 39 2300 København S,Lillegrund 39 2300,119.0,55.6592123,12.6117187,København,Rækkehus,,
2019-01-17,4250000,"Solgt, Fri handel",1917,https://www.boligsiden.dk/adresse/panumsvej-39-2500-valby-01015408__39_______,Panumsvej 39 2500 Valby,Panumsvej 39 2500,81.0,55.6620515,12.4995033,København,Rækkehus,,
2020-02-04,6695000,"Solgt, Fri handel",1926,https://www.boligsiden.dk/adresse/studsgaardsgade-48-2100-koebenhavn-oe-01017068__48_______,Studsgaardsgade 48 2100 København Ø,Studsgaardsgade 48 2100,166.0,55.7103037,12.5571023,København,Rækkehus,,
2019-08-06,5145000,"Solgt, Fri handel",2018,https://www.boligsiden.dk/adresse/rubinolavej-1-2500-valby-01015995___1_______,Rubinolavej 1 2500 Valby,Rubinolavej 1 2500,149.0,55.65537279999999,12.5014018,København,Rækkehus,,
2018-07-20,3495000,"Solgt, Fri handel",1957,https://www.boligsiden.dk/adresse/groenagervej-1-2300-koebenhavn-s-01012320___1_______,Grønagervej 1 2300 København S,Grønagervej 1 2300,105.0,55.640499,12.5919523,København,Rækkehus,,
2021-03-17,5250000,"Solgt, Fri handel",2018,https://www.boligsiden.dk/adresse/richard-mortensens-vej-16b-2300-koebenhavn-s-01015833_16b_______,Richard Mortensens Vej 16B 2300 København S,Richard Mortensens Vej 16B 2300,123.0,55.6230328,12.5720377,København,Rækkehus,,
2017-05-18,4159250,"Solgt, Fri handel",2018,https://www.boligsiden.dk/adresse/richard-mortensens-vej-16b-2300-koebenhavn-s-01015833_16b_______,Richard Mortensens Vej 16B 2300 København S,Richard Mortensens Vej 16B 2300,123.0,55.6230328,12.5720377,København,Rækkehus,,
